Identifiant DEPCIR (numéro de département suivi du numéro de circonscritption),Intitulé de DEPCIR,Population,Population 0-2 ans,Population 3-5 ans,Population 6-10 ans,Population 11-17 ans,Population 18-24 ans,Population 25-39 ans,Population 40-54 ans,Population 55-64 ans,Population 65-79 ans,Population 80 ans et plus,Population 0-19 ans,Population 20-64 ans,Population 65 ans et plus,Population Hommes,Population Hommes 0-19 ans,Population Hommes 20-64 ans,Population Hommes 65 ans et plus,Population Femmes,Population Femmes 0-19 ans,Population Femmes 20-64 ans,Population Femmes 65 ans et plus,Population française,Population étrangère,Population 15 ans ou plus,Population 15 ans ou plus Agriculteurs exploitants,"Population 15 ans ou plus Artisans, Comm., Chefs entr.","Population 15 ans ou plus Cadres, Prof. intel. sup.",Population 15 ans ou plus Prof. intermédiaires ,Population 15 ans ou plus Employés,Population 15 ans ou plus Ouvriers,Population 15 ans ou plus Retraités ,Population 15 ans ou plus Autres,Population Hommes15 ans ou plus,Population Hommes 15 ans ou plus Agriculteurs exploitants,"Population Hommes15 ans ou plus Artisans, Comm., Chefs entr.","Population Hommes 15 ans ou plus Cadres, Prof. intel. sup.",Population Hommes 15 ans ou plus Prof. intermédiaires ,Population Hommes15 ans ou plus Employés,Population Hommes 15 ans ou plus Ouvriers,Population Hommes 15 ans ou plus Retraités ,Population Hommes 15 ans ou plus Autres,Population Femmes15 ans ou plus,Population Femmes 15 ans ou plus Agriculteurs exploitants,"Population Femmes15 ans ou plus Artisans, Comm., Chefs entr.","Population Femmes 15 ans ou plus Cadres, Prof. intel. sup.",Population Femmes 15 ans ou plus Prof. intermédiaires ,Population Femmes 15 ans ou plus Employés,Population Femmes 15 ans ou plus Ouvriers,Population Femmes 15 ans ou plus Retraités ,Population Femmes 15 ans ou plus Autres,Résidences principales,Population Ménages : Nombre de personnes des ménages,Population ménages : nombre de personnes dans les ménages avec famille(s),Population ménages : Nombre de ménages d'une Personne seule
DEPCIR,DEPCIR INTITULE,P13 pop,P13 pop0002,P13 pop0305,P13 pop0610,P13 pop1117,P13 pop1824,P13 pop2539,P13 pop4054,P13 pop5564,P13 pop6579,P13 pop80p,P13 pop0019,P13 pop2064,P13 pop65P,P13 poph,P13 h0019,P13 h2064,P13 h65p,P13 popf,P13 f0019,P13 f2064,P13 f65p,P13 pop fr,P13 pop etr,P13 Pop15P,C13 Pop15P cs1,C13 Pop15P cs2,C13 Pop15P cs3,C13 Pop15P cs4,C13 Pop15P cs5,C13 Pop15P cs6,C13 Pop15P cs7,C13 Pop15P cs8,C13 H15P,C13 H15P cs1,C13 H15P cs2,C13 H15P cs3,C13 H15P cs4,C13 H15P cs5,C13 H15P cs6,C13 H15P cs7,C13 H15P cs8,C13 F15P,C13 F15P cs1,C13 F15P cs2,C13 F15P cs3,C13 F15P cs4,C13 F15P cs5,C13 F15P cs6,C13 F15P cs7,C13 F15P cs8,P13 rp,C13 pmen,C13 pmen menfam,C13 pmen menseul
9109,Essonne  - 9e circonscription,122520,3374,5486,9156,12158,10428,22535,26327,14216,12881,5958,33371,70310,18839,58471,16827,33782,7861,64049,16544,36527,10978,110808,11712,97499,21,2559,11797,17443,18066,9482,21053,17077,45845,5,1904,7119,7912,4931,7983,9268,6724,51654,17,655,4678,9532,13135,1499,11785,10353,46926,120278,104922,12609
9110,Essonne  - 10e circonscription,114237,3618,5631,8616,10698,11334,24108,23788,11854,10038,4552,31747,67900,14590,57353,16502,34672,6179,56884,15245,33228,8411,95532,18705,90229,8,2035,7605,13908,17611,11694,16662,20705,44896,8,1514,4653,6275,5001,9847,7341,10257,45332,0,521,2952,7633,12610,1847,9321,10448,41750,109291,93999,11810
9201,Hauts-de-Seine  - 1re circonscription,122723,4047,5839,9391,11586,11083,26131,24836,13706,11554,4549,33872,72747,16104,59242,16866,34641,7735,63481,17006,38106,8369,97316,25406,96740,5,2440,8412,13783,21288,12179,17694,20938,46315,5,1984,4997,6398,6083,10105,8693,8049,50425,0,456,3415,7385,15205,2074,9001,12889,46800,119826,100028,15105
9202,Hauts-de-Seine  - 2e circonscription,116559,4038,5416,7998,9394,9036,29316,24637,11644,9995,5085,29258,72221,15080,55669,14816,34714,6139,60891,14442,37507,8941,101143,15416,93523,21,2904,22497,16269,13771,6277,15698,16086,43827,18,2179,12548,6739,4081,5282,6458,6523,49696,3,725,9949,9531,9690,995,9240,9564,50865,115269,91498,19446
9203,Hauts-de-Seine  - 3e circonscription,125906,3846,5280,8302,9993,9828,31276,27628,12570,10940,6243,30186,78536,17184,59493,15424,37413,6656,66413,14762,41122,10528,112062,13844,102498,4,3152,29347,17283,14234,4662,18382,15435,47386,0,2352,16290,7057,4213,3889,7337,6247,55112,4,800,13057,10226,10020,773,11045,9187,57607,124719,97401,23312
9204,Hauts-de-Seine  - 4e circonscription,140293,4639,6399,9867,12474,13059,33600,29914,14347,10884,5109,37050,87249,15993,68829,19050,43018,6760,71464,18000,44231,9233,120353,19940,112147,5,2846,20086,16951,22392,9411,17896,22560,54377,5,2222,11386,7926,7062,7889,7943,9944,57770,0,623,8700,9024,15331,1522,9953,12616,56499,135283,110030,20252
9205,Hauts-de-Seine  - 5e circonscription,124519,4199,5372,7578,9184,9629,34631,25421,12461,10918,5126,28766,79709,16044,59316,14496,38183,6637,65203,14270,41526,9407,106468,18051,101808,17,3537,24670,17656,16409,6488,17022,16009,47891,11,2622,13368,7598,5110,5384,7179,6620,53917,6,915,11303,10058,11298,1104,9843,9390,58652,122959,92333,25274
9206,Hauts-de-Seine  - 6e circonscription,122913,3414,4750,7349,9552,9327,27866,25083,13797,13793,7981,27556,73583,21774,57593,13877,34899,8817,65320,13679,38684,12957,107879,15034,101846,42,4629,29868,13419,12017,3376,19787,18708,47025,13,3321,16808,5559,3544,2745,8315,6720,54821,29,1308,13060,7860,8473,631,11473,11988,57945,121655,92514,25115
9207,Hauts-de-Seine  - 7e circonscription,126640,3211,5044,8715,12218,9888,23701,28426,14188,13270,7980,32409,72981,21250,60060,16753,34748,8559,66580,15656,38233,12691,115956,10684,102711,11,3170,28280,15877,12344,4077,21447,17505,47837,3,2317,16087,6443,3456,3462,8878,7190,54874,8,852,12194,9434,8888,616,12569,10314,53823,125023,103483,18929
9208,Hauts-de-Seine  - 8e circonscription,101830,2744,3973,6641,9134,8381,18340,22306,11415,12093,6803,25209,57725,18897,49054,13321,27975,7758,52776,11888,29750,11138,92982,8848,83085,9,2652,21570,12215,10040,3713,18874,14014,39001,9,1924,12192,4959,3081,3159,8006,5670,44084,0,728,9378,7255,6959,554,10867,8343,43218,100235,82930,14771
9209,Hauts-de-Seine  - 9e circonscription,103815,2935,3935,5737,7019,8009,26537,20893,10804,11367,6580,21615,64253,17947,48323,11006,30200,7117,55492,10609,34054,10829,92549,11265,87080,18,3397,27086,13232,10096,2940,17150,13159,39890,3,2424,14651,5285,3072,2363,6838,5253,47190,15,973,12435,7947,7024,577,10313,7906,51555,102439,74779,24051
9210,Hauts-de-Seine  - 10e circonscription,114900,3234,4594,6936,8994,9568,29023,24864,11813,10376,5498,26416,72610,15874,55138,13570,35187,6381,59762,12846,37423,9494,103640,11260,94947,4,2446,26576,16798,13380,4382,16661,14701,44784,1,1745,14907,7178,4127,3693,6598,6534,50163,4,700,11668,9620,9253,688,10063,8167,52165,112434,87178,21292
9211,Hauts-de-Seine  - 11e circonscription,118480,3399,4864,7356,8635,9963,29373,25045,12881,11097,5868,26469,75045,16965,56203,13533,35875,6795,62277,12936,39171,10170,103660,14820,97766,11,2552,19971,16821,17945,7143,18408,14915,45720,11,1838,11182,7309,5514,5935,7537,6394,52046,0,715,8789,9512,12431,1208,10871,8521,54618,116888,89032,22457
9212,Hauts-de-Seine  - 12e circonscription,139045,3964,5610,9166,11611,11394,30051,30019,15755,13616,7860,33554,84015,21476,66139,17403,40118,8617,72906,16151,43897,12858,127421,11624,113386,8,3049,25422,20297,17580,6802,23362,16866,52777,5,2261,14521,8422,5118,5719,9750,6980,60608,3,788,10901,11874,12462,1082,13612,9886,60139,136776,111599,21404
9213,Hauts-de-Seine  - 13e circonscription,133780,3560,5047,8115,11025,13328,26778,26971,15441,14738,8778,31305,78960,23516,63831,15969,38591,9271,69949,15335,40369,14245,121664,12116,110656,13,2402,26853,16557,13713,5392,24583,21144,51949,4,1793,15755,6670,3923,4510,10033,9260,58707,9,609,11098,9886,9790,882,14550,11884,56736,129744,105976,19741
9301,Seine-Saint-Denis  - 1re circonscription,135999,5329,7583,10943,11527,12186,35778,26657,12871,9527,3598,38393,84481,13125,67777,19882,41919,5976,68221,18511,42562,7149,99653,36345,105206,17,3063,8368,14969,23685,15345,14519,25240,51697,17,2401,5085,7136,7369,12800,6737,10152,53509,0,662,3283,7833,16316,2544,7783,15088,54573,134075,107444,19124
9302,Seine-Saint-Denis  - 2e circonscription,123627,4239,6423,9791,11764,12459,28511,24238,12907,9601,3695,35478,74853,13296,61815,18040,37466,6309,61812,17438,37388,6987,87145,36482,96134,7,2457,5668,11316,22333,16272,14249,23833,47698,1,1958,3381,5611,6987,13600,6642,9518,48436,6,499,2286,5705,15346,2672,7607,14315,46661,120924,98955,15700
9303,Seine-Saint-Denis  - 3e circonscription,125093,3841,5632,8807,10983,11603,27661,26136,14889,11195,4348,32364,77187,15542,60080,16216,37140,6724,65013,16147,40047,8818,107016,18077,100530,14,2823,12708,17752,20569,10739,18171,17753,47731,14,2101,7524,7956,6032,8797,8077,7230,52799,0,722,5184,9796,14537,1942,10094,10523,49542,123152,104512,15092
9304,Seine-Saint-Denis  - 4e circonscription,140056,4904,7376,11578,14498,13974,30578,27940,14229,10511,4470,42322,82753,14980,69343,21741,41010,6592,70713,20581,41743,8388,102390,37666,107821,1,3164,3904,12212,24736,18551,16623,28629,52776,1,2534,2309,6180,7732,15260,7695,11065,55044,0,631,1595,6033,17004,3291,8927,17564,48854,138059,119290,13437
9305,Seine-Saint-Denis  - 5e circonscription,133751,4725,6462,10082,12322,12810,30162,26596,14514,11297,4781,37086,80586,16079,65968,18763,40135,7069,67783,18324,40451,9009,96199,37552,105101,4,3093,5631,13092,23024,17274,18186,24797,51478,4,2465,3413,6376,7271,14049,8291,9609,53623,0,627,2218,6716,15753,3225,9895,15188,49745,130827,110782,15037
9306,Seine-Saint-Denis  - 6e circonscription,130923,4592,6553,9231,10364,11539,33198,27361,13739,10181,4166,33500,83076,14347,66611,17081,43046,6485,64312,16420,40030,7862,88817,42106,104243,15,3325,7719,12868,22376,16570,15431,25940,53091,15,2627,4365,6135,7740,13591,7311,11306,51152,0,698,3354,6733,14636,2979,8120,14633,52411,127774,99973,18636
9307,Seine-Saint-Denis  - 7e circonscription,140123,4523,6401,9885,11805,11711,32474,30124,15704,11895,5600,35662,86965,17496,69343,18200,43599,7544,70780,17462,43366,9951,112262,27861,112293,12,3350,15781,17952,21020,13896,19012,21270,55068,6,2542,8735,8155,6769,11518,8340,9002,57226,6,808,7046,9797,14251,2378,10672,12268,58042,135284,106640,22022
9308,Seine-Saint-Denis  - 8e circonscription,112243,3621,5052,7942,9905,9770,24255,23171,12949,10582,4996,29167,67498,15578,54054,14788,32846,6420,58189,14380,34652,9157,96489,15754,89870,7,2572,10154,15858,17619,9296,17966,16399,42705,4,2016,5819,7331,5018,7887,7814,6816,47166,3,556,4335,8527,12601,1409,10152,9583,44966,110274,92924,14412
9309,Seine-Saint-Denis  - 9e circonscription,136043,4676,6515,10117,12028,11579,30329,28186,15345,11614,5654,36693,82083,17267,64776,18613,39072,7091,71268,18080,43011,10176,109520,26523,107636,15,3274,10383,16363,22222,13323,19493,22562,50381,15,2605,5508,7452,6570,10869,8266,9096,57255,0,669,4875,8911,15653,2455,11227,13465,55387,133822,108763,19816
9310,Seine-Saint-Denis  - 10e circonscription,129645,4172,6203,10221,12846,12322,26897,25901,14048,11530,5504,36980,75630,17035,63475,18833,36756,7886,66170,18148,38874,9148,104904,24740,101450,1,3020,7258,14180,20441,14507,19067,22975,49032,1,2415,4261,6807,5695,11800,9173,8880,52418,0,606,2996,7373,14746,2707,9894,14095,46241,127201,111431,12130
9311,Seine-Saint-Denis  - 11e circonscription,119408,4065,5597,9627,12260,11796,24236,23900,13778,10278,3871,34855,70404,14149,59231,17896,34853,6482,60177,16959,35551,7667,98983,20425,92976,13,2362,5105,13418,19996,13986,16408,21688,45716,13,1915,3043,6667,5675,11471,7742,9190,47261,0,447,2062,6751,14321,2515,8666,12498,40577,116263,103473,9740
9312,Seine-Saint-Denis  - 12e circonscription,125571,4130,6163,9538,12258,11886,25730,25169,14151,11209,5336,35439,73586,16546,61083,18281,35613,7190,64488,17159,37974,9356,101819,23752,98716,11,3520,7772,15212,18183,12636,18629,22753,47338,11,2767,4460,6884,5169,10809,8459,8780,51378,0,753,3313,8328,13013,1827,10170,13973,46578,123950,107263,13211
9401,Val-de-Marne  - 1re circonscription,131540,3125,4609,8038,11320,11350,25401,27883,15528,15537,8749,30403,76851,24286,62024,15611,36681,9732,69516,14792,40171,14553,118368,13172,109249,3,3684,18897,17632,16901,7511,26200,18423,50591,3,2768,10777,7364,4934,6298,10633,7814,58658,0,916,8120,10267,11966,1213,15567,10609,57578,129945,105118,21108
9402,Val-de-Marne  - 2e circonscription,133207,4651,6785,10026,11968,12462,30956,26399,13958,11078,4923,36542,80663,16001,63415,18458,38478,6480,69792,18085,42185,9521,110448,22758,104550,0,2768,9434,17200,23850,12053,17754,21490,48936,0,2161,5596,7831,7317,10178,7491,8362,55614,0,607,3838,9369,16533,1875,10263,13128,53207,131874,108013,17914
9403,Val-de-Marne  - 3e circonscription,135516,4071,6125,9861,13008,12949,28127,28239,15225,12177,5733,36629,80977,17910,65803,18658,39512,7632,69713,17971,41465,10278,112729,22787,107670,33,3423,8690,17055,22904,14483,20703,20379,51621,17,2638,5245,8213,6295,12060,9131,8023,56049,16,784,3446,8842,16609,2423,11572,12357,50764,132308,113811,14300
9404,Val-de-Marne  - 4e circonscription,118053,2835,4867,7822,11223,9969,21848,26095,14269,13690,5436,29688,69240,19125,56704,15056,33338,8310,61349,14631,35902,10815,104038,14015,95953,24,3431,12602,16198,16394,8820,21864,16619,45457,18,2586,7461,7270,4444,7377,9714,6587,50496,7,845,5141,8928,11950,1443,12150,10032,46037,116659,101201,12281
9405,Val-de-Marne  - 5e circonscription,138394,3825,5483,9156,12192,11820,27419,30352,16356,14520,7270,34120,82485,21789,66119,17283,39703,9133,72275,16838,42782,12656,121805,16589,112929,14,3874,20052,18705,18265,9295,23338,19386,53295,14,2951,11092,8296,5067,7630,10017,8228,59634,0,923,8961,10409,13197,1665,13321,11157,57458,136399,113205,19133
9406,Val-de-Marne  - 6e circonscription,125217,3593,5161,7461,9714,9341,29389,27027,13944,12542,7046,28548,77081,19588,59339,14542,37069,7727,65878,14006,40012,11861,112202,13015,103339,8,3527,26050,17387,14366,5656,20506,15839,48041,5,2549,14181,7375,4646,4659,8279,6348,55298,3,979,11869,10013,9720,996,12227,9491,57475,123921,96371,23176
9407,Val-de-Marne  - 7e circonscription,111641,3130,4680,7048,9291,9839,23962,23751,13292,10978,5671,26751,68241,16649,55165,13659,34391,7115,56476,13092,33850,9534,97884,13757,91648,5,2255,11861,16049,17117,8115,18746,17501,44999,1,1738,6929,7048,5245,6920,8121,8997,46649,4,517,4932,9000,11872,1194,10625,8504,44647,106343,88520,14677
9408,Val-de-Marne  - 8e circonscription,117929,3468,4290,6813,9147,10014,27327,24920,13250,12041,6659,26304,72925,18700,55906,13519,34787,7600,62023,12785,38138,11100,107661,10268,98157,3,2974,19635,17680,16305,5890,20007,15663,45804,0,2146,11031,7359,5477,4895,8260,6637,52352,3,828,8604,10321,10828,994,11748,9026,53979,116486,91151,21405
9409,Val-de-Marne  - 9e circonscription,100596,3156,4335,6942,8330,8720,23493,20970,11422,9260,3969,25249,62119,13228,48866,12960,30219,5688,51730,12289,31900,7541,82236,18360,81309,0,2643,8563,12633,16703,9872,14870,16026,38868,0,1996,4780,5729,5165,8122,6601,6475,42441,0,647,3783,6903,11538,1750,8268,9551,41428,99278,80715,14370
9410,Val-de-Marne  - 10e circonscription,128322,3935,5210,8283,10174,12469,31464,26171,13949,11049,5619,30416,81238,16668,62626,15713,40138,6776,65695,14703,41100,9893,103369,24953,104852,0,2750,12928,16355,21637,11601,18210,21371,50480,0,2118,7526,7350,6999,9544,7594,9349,54371,0,632,5402,9004,14638,2058,10616,12022,55500,125058,96616,21446
9411,Val-de-Marne  - 11e circonscription,113591,3134,4601,7140,9222,12613,26157,22613,12485,10082,5543,26800,71166,15625,55282,13899,35138,6244,58309,12900,36028,9380,95455,18135,93424,15,2252,14285,14195,17292,7936,16998,20452,44942,7,1688,8539,6185,5126,6543,7065,9789,48482,8,564,5745,8011,12166,1392,9933,10662,48496,110563,86033,18426
9501,Val-d’Oise  - 1re circonscription,124279,3460,5142,8756,11749,11140,24442,26792,15710,12013,5076,32235,74955,17089,61220,16555,37098,7567,63059,15680,37857,9522,114929,9350,100298,314,3180,11038,18762,18138,11467,20427,16973,48887,251,2368,6751,8637,4834,9466,9419,7161,51411,63,811,4287,10125,13303,2002,11008,9812,48268,121396,104871,13331
9502,Val-d’Oise  - 2e circonscription,118654,3466,5110,7964,10845,11742,24275,24693,14314,11959,4285,30554,71857,16244,58058,15730,35214,7115,60596,14824,36643,9129,108757,9897,95913,89,2649,12707,18172,16390,9521,19590,16794,46342,68,1898,7782,8428,4323,7997,8820,7026,49571,21,751,4925,9744,12068,1524,10770,9767,46330,116399,100049,12699
9503,Val-d’Oise  - 3e circonscription,137085,3924,6044,9728,13113,11701,26995,29647,16498,13289,6146,36277,81373,19435,66702,18575,39846,8280,70383,17701,41527,11155,126187,10898,109845,45,3493,14482,21067,19139,10491,22973,18155,52589,32,2679,8838,9619,4963,9073,10140,7245,57256,13,814,5643,11448,14176,1418,12833,10911,52039,133611,117605,13406
9504,Val-d’Oise  - 4e circonscription,110954,3064,4585,7202,9928,9427,22064,23081,13672,11368,6564,27484,65538,17932,53123,14313,31642,7168,57831,13171,33897,10764,100518,10436,90558,4,2336,12275,16161,15873,8231,20675,15002,42511,4,1774,7342,7173,4353,7130,8625,6111,48046,0,562,4933,8988,11520,1102,12050,8891,44881,109237,93358,13546
9505,Val-d’Oise  - 5e circonscription,134672,4911,6740,9905,12317,11912,30271,27649,14624,11419,4925,37288,81040,16344,65906,19103,39378,7425,68766,18185,41662,8919,108646,26026,105865,55,3016,8621,16048,22180,15546,18872,21529,51081,51,2417,5003,7437,6048,13077,8958,8089,54784,3,598,3617,8610,16132,2468,9915,13441,51203,132278,113360,15120
9506,Val-d’Oise  - 6e circonscription,117824,3333,4867,7828,10471,10277,23502,24876,14753,11856,6062,29476,70430,17918,56102,14819,33919,7365,61722,14658,36511,10552,105170,12654,95935,12,3198,13675,17264,16244,8576,20316,16653,44947,12,2457,7854,7800,4354,7309,8683,6478,50989,0,741,5821,9463,11889,1267,11633,10174,48096,116587,98304,15353
9507,Val-d’Oise  - 7e circonscription,116639,3551,5179,9013,11899,11112,22690,23938,13233,10854,5171,32977,67637,16025,56102,16959,32518,6625,60537,16018,35119,9400,103689,12950,91985,76,2963,10149,15382,17640,9165,18279,18330,43654,57,2292,5923,7006,5114,7737,7839,7687,48330,19,671,4226,8376,12526,1429,10441,10643,42428,114538,100924,11066
9508,Val-d’Oise  - 8e circonscription,111720,3953,6067,9350,11983,11716,23456,21453,11438,8519,3786,34768,64647,12305,54835,17688,31641,5505,56885,17080,33006,6800,87736,23984,85441,22,2351,3139,10277,18570,13780,13554,23749,41513,17,1857,1848,5120,5613,11260,6346,9452,43928,5,494,1291,5157,12957,2519,7207,14297,36547,109639,96619,8605
9509,Val-d’Oise  - 9e circonscription,114899,3499,5166,8901,11958,11275,22897,24496,13028,9900,3780,32773,68447,13679,56058,16627,33486,5945,58841,16145,34961,7735,100390,14509,90101,94,2269,6080,15285,18890,13791,16324,17369,43476,64,1786,3702,7163,5371,11269,7498,6623,46625,30,483,2378,8122,13519,2522,8826,10746,40674,113417,101365,9906
9510,Val-d’Oise  - 10e circonscription,107955,3542,5337,8636,10555,11733,25484,21692,12817,6561,1597,31103,68694,8158,53229,15668,33547,4014,54726,15435,35147,4144,96333,11622,84034,17,1698,11097,16351,17273,8997,10957,17645,41188,13,1293,7151,7413,4708,7473,5497,7640,42846,4,405,3946,8937,12565,1524,5460,10004,38735,105820,93756,9461
97101,Guadeloupe  - 1re circonscription,102005,2441,3995,7196,10675,9523,15997,22387,12221,12265,5305,27414,57021,17570,45512,13849,24699,6964,56493,13565,32321,10607,95817,6188,82182,706,3743,2297,8551,15756,9353,18360,23416,35278,585,2481,1115,3330,3552,7361,7282,9574,46904,122,1262,1182,5222,12204,1992,11079,13841,44818,101102,80450,16473
97102,Guadeloupe  - 2e circonscription,109221,2378,3939,7680,11587,8474,16883,26165,14000,13424,4691,28603,62504,18114,51549,14572,28811,8165,57672,14030,33693,9949,104214,5007,88752,1328,5242,4262,10566,15452,9312,19487,23104,41189,1053,3685,2395,4157,3427,7851,8846,9774,47563,274,1557,1867,6409,12025,1460,10641,13330,45890,108804,89893,14953
97103,Guadeloupe  - 3e circonscription,108719,2701,4332,8170,12287,9138,17728,26410,13100,11051,3801,30822,63045,14852,50719,15534,28525,6660,58000,15288,34520,8192,104584,4135,86519,514,4699,5445,11679,17142,9483,16098,21458,39453,432,3205,2899,4546,3913,7809,7218,9430,47066,82,1495,2546,7133,13229,1674,8880,12028,43947,107547,91261,12993
97104,Guadeloupe  - 4e circonscription,82174,1644,2789,5430,8539,6401,11354,18989,11742,10726,4561,20656,46231,15287,38233,10447,21248,6538,43941,10209,24983,8749,78710,3464,67387,725,2875,2615,7076,12190,7278,16145,18483,30741,607,2116,1361,2729,2982,5933,7134,7881,36646,118,759,1255,4348,9208,1346,9011,10602,35059,81483,66433,12043
97201,Martinique  - 1re circonscription,104826,2279,3829,6842,10636,8634,16123,25538,13490,12449,5006,26423,60948,17455,48723,13548,27357,7818,56103,12875,33591,9637,103487,1339,85895,530,3660,4035,10245,17252,11033,18943,20196,39049,435,2742,2022,3728,3858,8807,8572,8885,46845,95,919,2013,6517,13394,2226,10371,11311,43627,103887,87153,13715
97202,Martinique  - 2e circonscription,95123,1891,2969,5502,8908,7981,12998,22241,13425,13360,5847,21865,54050,19207,44245,11163,24867,8216,50878,10703,29184,10991,93967,1156,79604,976,3198,3494,8773,13709,9999,20892,18563,36468,833,2277,1755,3231,3045,8021,8999,8308,43136,143,921,1739,5543,10664,1978,11893,10255,40164,93717,76697,13348
97203,Martinique  - 3e circonscription,84174,1907,2884,5271,7604,7089,13426,18748,11055,10864,5327,19929,48054,16191,37165,10056,20859,6250,47009,9873,27195,9941,80411,3763,69691,87,2720,4003,8412,13814,7312,16184,17159,29875,77,1827,2035,3130,3405,5735,6448,7218,39816,10,894,1967,5282,10409,1577,9736,9941,38144,82621,64432,14891
97204,Martinique  - 4e circonscription,101428,2195,3522,6454,10143,7747,15187,25286,14089,12341,4463,24897,59726,16805,48054,12564,27753,7738,53374,12333,31974,9067,100271,1157,83470,865,3960,3769,10041,15397,9366,18907,21164,39033,776,2725,1869,3951,3273,7838,9025,9576,44438,89,1236,1900,6091,12124,1528,9883,11588,42674,99800,82826,13977
97301,Guyane  - 1re circonscription,116584,4888,7056,11935,15300,11867,24329,22693,10356,6342,1819,43098,65326,8160,56279,22161,30397,3721,60305,20937,34929,4439,83393,33191,83529,406,3705,5495,10657,16143,9998,8393,28731,39218,268,2574,2970,4612,4900,8459,3862,11572,44311,137,1131,2525,6045,11243,1540,4531,17159,39377,114685,98530,9862
97302,Guyane  - 2e circonscription,127534,6638,9789,16333,20648,14524,28614,20648,6378,3288,672,58157,65416,3961,65443,29444,33995,2004,62091,28713,31421,1957,76590,50944,82005,1042,3488,2885,6951,10201,7056,3305,47076,42143,646,2664,1778,3268,3440,6245,1846,22257,39863,397,824,1108,3684,6761,811,1459,24819,30079,126646,105763,5296
97401,La Réunion  - 1re circonscription,141410,4072,6119,10373,14554,16575,27608,30327,15816,12136,3831,39784,85659,15966,65816,20037,39186,6593,75594,19747,46473,9373,138601,2809,112538,235,3572,8280,15214,22742,12621,17349,32525,51219,183,2569,4801,6806,6089,10877,7516,12377,61319,53,1003,3479,8407,16653,1745,9833,20147,59265,140095,114627,20457
97402,La Réunion  - 2e circonscription,170621,4792,7686,13962,20766,16625,33780,38772,18087,12593,3558,52596,101874,16151,83601,26966,49597,7039,87019,25630,52277,9112,168910,1711,132293,692,4707,7009,15620,25226,20092,17427,41519,64053,543,3424,4044,7113,6423,17528,8743,16235,68240,148,1283,2965,8507,18804,2564,8684,25284,59622,169250,151093,13289
97403,La Réunion  - 3e circonscription,88030,2668,3943,7324,10031,9099,16672,19321,9296,7438,2239,26881,51473,9676,42653,13673,24786,4194,45377,13209,26686,5483,87602,428,68317,1197,2684,2138,7019,13971,9612,11207,20489,32577,943,1849,1298,3392,3471,8471,5200,7953,35740,254,835,840,3627,10500,1141,6007,12536,33577,87566,76406,9000
97404,La Réunion  - 4e circonscription,130598,3811,5807,10370,14955,12858,24985,29383,14043,11003,3382,38928,77285,14385,63687,20208,37168,6310,66911,18720,40116,8075,129511,1087,101873,1465,3587,3809,11110,20929,14341,16123,30509,48818,1160,2584,2172,5138,5334,12885,7615,11931,53055,305,1003,1638,5972,15595,1456,8508,18578,49185,128834,112337,12669
97405,La Réunion  - 5e circonscription,74042,2298,3658,6484,9322,7629,13438,16440,7385,5696,1694,24148,42504,7389,36278,12418,20663,3197,37763,11730,21841,4192,73669,373,56183,1142,1469,1344,5020,11304,8927,8338,18639,27130,893,1071,784,2418,2983,7661,3907,7414,29053,249,398,560,2602,8321,1266,4431,11225,25748,73463,66033,5565
